image_path,scanner_label,split
data/processed/standardized_dataset/Left/9-2.png,0,train
data/processed/standardized_dataset/Left/9-3.png,0,train
data/processed/standardized_dataset/Left/9-5.png,0,train
data/processed/standardized_dataset/Right/1-1.png,0,test
data/processed/standardized_dataset/Right/1-2.png,0,train
data/processed/standardized_dataset/Right/1-3.png,0,train
data/processed/standardized_dataset/Right/1-4.png,0,test
data/processed/standardized_dataset/Right/1-5.png,0,train
data/processed/standardized_dataset/Right/2-1.png,0,train
data/processed/standardized_dataset/Right/2-2.png,0,train
data/processed/standardized_dataset/Right/2-3.png,0,train
data/processed/standardized_dataset/Right/2-4.png,0,train
data/processed/standardized_dataset/Right/2-5.png,0,train
data/processed/standardized_dataset/Right/3-1.png,0,train
data/processed/standardized_dataset/Right/3-2.png,0,test
data/processed/standardized_dataset/Right/3-3.png,0,train
data/processed/standardized_dataset/Right/3-4.png,0,train
data/processed/standardized_dataset/Right/3-5.png,0,test
data/processed/standardized_dataset/Right/4-1.png,0,train
data/processed/standardized_dataset/Right/4-2.png,0,train
data/processed/standardized_dataset/Right/4-3.png,0,train
data/processed/standardized_dataset/Right/4-4.png,0,train
data/processed/standardized_dataset/Right/4-5.png,0,train
data/processed/standardized_dataset/Right/5-1.png,0,train
data/processed/standardized_dataset/Right/5-2.png,0,train
data/processed/standardized_dataset/Right/5-3.png,0,test
data/processed/standardized_dataset/Right/5-4.png,0,train
data/processed/standardized_dataset/Right/5-5.png,0,test
data/processed/standardized_dataset/Right/6-1.png,0,train
data/processed/standardized_dataset/Right/6-2.png,0,test
data/processed/standardized_dataset/Right/6-3.png,0,test
data/processed/standardized_dataset/Right/6-4.png,0,train
data/processed/standardized_dataset/Right/6-5.png,0,train
data/processed/standardized_dataset/Right/7-1.png,0,train
data/processed/standardized_dataset/Right/7-2.png,0,test
data/processed/standardized_dataset/Right/7-3.png,0,test
data/processed/standardized_dataset/Right/7-4.png,0,train
data/processed/standardized_dataset/Right/7-5.png,0,train
data/processed/standardized_dataset/Right/8-1.png,0,train
data/processed/standardized_dataset/Right/8-2.png,0,train
data/processed/standardized_dataset/Right/8-3.png,0,train
data/processed/standardized_dataset/Right/8-4.png,0,train
data/processed/standardized_dataset/Right/8-5.png,0,train
data/processed/standardized_dataset/1-1.png,1,train
data/processed/standardized_dataset/1-2.png,1,train
data/processed/standardized_dataset/1-3.png,1,train
data/processed/standardized_dataset/1-4.png,1,train
data/processed/standardized_dataset/10-1.png,1,test
data/processed/standardized_dataset/10-2.png,1,train
data/processed/standardized_dataset/10-3.png,1,test
data/processed/standardized_dataset/10-4.png,1,test
data/processed/standardized_dataset/10-5.png,1,train
data/processed/standardized_dataset/11-1.png,1,train
data/processed/standardized_dataset/11-2.png,1,train
data/processed/standardized_dataset/11-3.png,1,test
data/processed/standardized_dataset/11-4.png,1,train
data/processed/standardized_dataset/11-5.png,1,train
data/processed/standardized_dataset/12-1.png,1,train
data/processed/standardized_dataset/12-2.png,1,train
data/processed/standardized_dataset/12-3.png,1,train
data/processed/standardized_dataset/12-4.png,1,train
data/processed/standardized_dataset/12-5.png,1,train
data/processed/standardized_dataset/13-1.png,1,train
data/processed/standardized_dataset/13-2.png,1,train
data/processed/standardized_dataset/13-3.png,1,train
data/processed/standardized_dataset/13-4.png,1,test
data/processed/standardized_dataset/13-5.png,1,train
data/processed/standardized_dataset/14-1.png,1,train
data/processed/standardized_dataset/14-2.png,1,train
data/processed/standardized_dataset/14-3.png,1,train
data/processed/standardized_dataset/14-4.png,1,test
data/processed/standardized_dataset/14-5.png,1,train
data/processed/standardized_dataset/15-1.png,1,train
data/processed/standardized_dataset/15-2.png,1,train
data/processed/standardized_dataset/15-3.png,1,train
data/processed/standardized_dataset/15-4.png,1,test
data/processed/standardized_dataset/15-5.png,1,test
data/processed/standardized_dataset/16-1.png,1,test
data/processed/standardized_dataset/16-2.png,1,train
data/processed/standardized_dataset/16-3.png,1,test
data/processed/standardized_dataset/16-4.png,1,train
data/processed/standardized_dataset/16-5.png,1,train
data/processed/standardized_dataset/17-1.png,1,train
data/processed/standardized_dataset/17-2.png,1,test
data/processed/standardized_dataset/17-3.png,1,train
data/processed/standardized_dataset/17-4.png,1,train
data/processed/standardized_dataset/17-5.png,1,test
data/processed/standardized_dataset/18-1.png,1,train
data/processed/standardized_dataset/18-2.png,1,train
data/processed/standardized_dataset/18-3.png,1,train
data/processed/standardized_dataset/18-4.png,1,test
data/processed/standardized_dataset/18-5.png,1,train
data/processed/standardized_dataset/19-1.png,1,train
data/processed/standardized_dataset/19-4.png,1,train
data/processed/standardized_dataset/19-5.png,1,train
data/processed/standardized_dataset/2-1.png,1,train
data/processed/standardized_dataset/2-2.png,1,train
data/processed/standardized_dataset/2-3.png,1,train
data/processed/standardized_dataset/2-4.png,1,train
data/processed/standardized_dataset/2-5.png,1,train
data/processed/standardized_dataset/20-1.png,1,train
data/processed/standardized_dataset/20-2.png,1,train
data/processed/standardized_dataset/20-3.png,1,train
data/processed/standardized_dataset/20-4.png,1,train
data/processed/standardized_dataset/20-5.png,1,test
data/processed/standardized_dataset/21-1.png,1,train
data/processed/standardized_dataset/21-2.png,1,train
data/processed/standardized_dataset/21-3.png,1,train
data/processed/standardized_dataset/21-4.png,1,train
data/processed/standardized_dataset/21-5.png,1,train
data/processed/standardized_dataset/3-1.png,1,train
data/processed/standardized_dataset/3-2.png,1,train
data/processed/standardized_dataset/3-3.png,1,train
data/processed/standardized_dataset/3-4.png,1,train
data/processed/standardized_dataset/3-5.png,1,test
data/processed/standardized_dataset/4-1.png,1,test
data/processed/standardized_dataset/4-2.png,1,train
data/processed/standardized_dataset/4-3.png,1,train
data/processed/standardized_dataset/4-5.png,1,train
data/processed/standardized_dataset/5-2.png,1,train
data/processed/standardized_dataset/5-3.png,1,train
data/processed/standardized_dataset/5-4.png,1,train
data/processed/standardized_dataset/5-5.png,1,train
data/processed/standardized_dataset/6-1.png,1,test
data/processed/standardized_dataset/6-2.png,1,train
data/processed/standardized_dataset/6-3.png,1,train
data/processed/standardized_dataset/6-4.png,1,train
data/processed/standardized_dataset/6-5.png,1,train
data/processed/standardized_dataset/7-1.png,1,train
data/processed/standardized_dataset/7-2.png,1,train
data/processed/standardized_dataset/7-3.png,1,train
data/processed/standardized_dataset/7-4.png,1,train
data/processed/standardized_dataset/7-5.png,1,train
data/processed/standardized_dataset/8-1.png,1,train
data/processed/standardized_dataset/8-2.png,1,train
data/processed/standardized_dataset/8-3.png,1,train
data/processed/standardized_dataset/8-4.png,1,train
data/processed/standardized_dataset/8-5.png,1,train
data/processed/standardized_dataset/9-1.png,1,test
data/processed/standardized_dataset/9-2.png,1,test
data/processed/standardized_dataset/9-3.png,1,test
data/processed/standardized_dataset/9-4.png,1,train
data/processed/standardized_dataset/9-5.png,1,train
